General Statistics: 
>R007514        451
>R007515        522
>R007516        439
>R007517        422
>R007518        501
>R007519        435
>R007520        483
>R007521        515
>R007522        390
>R007523        520
>R007524        478
>R007525        436
>R007526        446
>R007527        542
>R007528        485
>R007529        421
>R007530        487
>R007531        454
>R007532        463
>R007533        540
>R007534        433
>R007535        423
>R007536        453
>R007537        419
>R007538        497
>R007539        393
>R007540        470
>R007541        351
>R007542        441
>R007543        445
>R007544        430
>R007545        365
>R007546        475
>R007547        482
>R007548        487
>R007549        410
>R007550        508
>R007551        457
>R007552        444
>R007553        345
>R007554        438
>R007555        412
>R007556        407
>R007557        449
>R007558        428
>R007559        515
>R007560        418
>R007561        431
>R007562        466
>R007563        671
>R007564        528
>R007565        449
>R007566        491
>R007567        502
>R007568        411
>R007569        431
>R007570        513
>R007571        436
>R007572        427
>R007573        531
>R007574        431
>R007575        453
>R007576        406
>R007577        407
>R007578        412
>R007579        495
>R007580        429
>R007581        399
>R007582        462
>R007583        351
>R007584        383
>R007585        413
>R007586        308
>R007587        488
>R007588        301
>R007589        370
>R007590        445
>R007591        436
>R007592        474
>R007593        476
>R007594        463
>R007595        453
>R007596        467
>R007597        472
>R007598        485
>R007599        636
>R007600        523
>R007601        506
>R007602        407
>R007603        456
>R007604        402
>R007605        352
>R007606        461
>R007607        485
>R007608        387
>R007609        537
>R007610        450
>R007611        491
>R007612        503
>R007613        481
>R007614        404
>R007615        423
>R007616        486
>R007618        579
>R007619        436
>R007620        428
>R007621        478
>R007622        490
>R007623        363
>R007624        467
>R007625        442
>R007626        440
>R007627        402
>R007628        578
>R007629        319
>R007630        433
>R007631        489
>R007632        455
>R007633        446
>R007634        482
>R007635        446
>R007636        502
>R007637        516
>R007638        357
>R007639        593
>R007640        523
>R007641        457
>R007642        484
>R007643        479
>R007644        499
>R007645        497
>R007646        310
>R007647        504
>R007648        527
>R007649        401
>R007650        455
>R007651        379
>R007652        357
>R007653        441
>R007654        437
>R007655        378
>R007656        331
>R007657        448
>R007658        465
>R007659        573
>R007660        483
>R007661        435
>R007662        365
>R007663        414
>R007664        480
>R007665        425
>R007666        479
>R007667        520
>R007668        458
>R007669        459
>R007670        431
>R007671        464
>R007672        376
>R007673        405
>R007674        403
>R007675        558
>R007676        455
>R007677        485
>R007678        475
>R007679        458
>R007680        401
>R007681        529
>R007682        561
>R007683        520
>R007684        427
>R007685        402
>R007686        302
>R007687        461
>R007688        579
>R007689        479
>R007690        460
>R007691        449
>R007692        445
>R007694        487
>R007695        385
>R007696        416
>R007697        562
>R007698        403
>R007699        467
>R007700        520
>R007701        414
>R007702        442
>R007703        423
>R007704        487
>R007705        533
>R007706        264
>R007707        565
>R007708        442
>R007709        470
>R007710        522
>R007711        502
>R007712        472
>R007713        420
>R007714        535
>R007715        446
>R007716        478
>R007717        430
>R007718        484
>R007719        465
>R007720        460
>R007721        440
>R007722        421
>R007723        524
>R007724        506
>R007725        421
>R007726        369
>R007727        468
>R007728        452
>R007729        492
>R007730        464
>R007731        496
>R007732        426
>R007733        467
>R007734        514
>R007735        482
>R007736        509
>R007737        509
>R007738        509
>R007739        551
>R007740        430
>R007741        343
>R007742        412
>R007743        402
>R007744        535
>R007745        449
>R007746        470
>R007747        498
>R007748        326
>R007749        500
>R007751        475
>R007752        336
>R007753        394
>R007754        524
>R007755        362
>R007756        471
>R007757        401
>R007758        446
>R007759        436
>R007760        462
>R007761        440
>R007762        562
>R007763        434
>R007764        578
>R007765        398
>R007766        591
>R007767        395
>R007768        452
>R007769        569
>R007770        513
>R007771        376
>R007772        423
>R007773        493
>R007774        397
>R007775        434
>R007776        418
>R007777        478
>R007778        508
>R007779        473
>R007780        254
>R007781        472
>R007782        471
>R007783        431
>R007784        497
>R007785        348
>R007786        438
>R007787        536
>R007788        402
>R007789        488
>R007790        449
>R007791        561
>R007792        460
>R007793        478
>R007794        485
>R007795        552
>R007796        505
>R007797        423
>R007798        359
>R007799        412
>R007800        496
>R007801        456
>R007802        513
>R007803        457
>R007804        456
>R007805        512
>R007806        427
>R007807        525
>R007808        429
>R007809        399
>R007810        495
>R007811        529
>R007812        484
>R007813        618
>R007814        582
>R007815        426
>R007816        394
>R007817        491
>R007818        424
>R007819        475
>R007820        458
>R007821        418
>R007822        357
>R007823        421
>R007824        455
>R007825        445
>R007826        443
>R007827        366
>R007828        484
>R007829        445
>R007830        463
>R007831        485
>R007832        454
>R007833        472
>R007834        467
>R007835        550
>R007836        387
>R007837        474
>R007838        459
>R007839        439
>R007840        408
>R007841        447
>R007842        522
>R007843        465
>R007844        426
>R007845        419
>R007846        543
>R007847        389
>R007848        556
>R007849        472
>R007850        515
>R007851        416
>R007852        474
>R007853        375
>R007854        449
>R007855        459
>R007856        447
>R007857        466
>R007858        455
>R007859        486
>R007860        438
>R007861        422
>R007862        461
>R007863        470
>R007864        491
>R007865        460
>R007866        529
>R007868        450
>R007869        354
>R007870        593
>R007871        525
>R007872        499
>R007873        515
>R007874        462
>R007875        452
>R007876        437
>R007877        485
>R007878        490
>R007879        493
>R007880        451
>R007881        434
>R007882        456
>R007883        347
>R007884        498
>R007885        414
>R007886        475
>R007887        509
>R007888        561
>R007889        414
>R007890        439
>R007891        475
>R007892        552
>R007893        261
>R007894        461
>R007895        440
>R007896        457
>R007897        272
>R007898        413
>R007899        597
>R007900        385
>R007901        487
>R007902        542
>R007903        481
>R007904        492
>R007905        423
>R007906        403
>R007907        441
>R007908        438
>R007909        490
>R007910        455
>R007911        543
>R007912        443
>R007913        450
>R007914        448
>R007915        475
>R007916        373
>R007917        424
>R007918        496
>R007919        493
>R007920        478
>R007921        319
>R007922        350
>R007923        513
>R007924        531
>R007925        394
>R007926        533
>R007927        401
>R007929        526
>R007930        476
>R007931        455
>R007932        424
>R007933        489
>R007934        525
>R007935        343
>R007936        416
>R007937        528
>R007938        478
>R007939        509
>R007940        379
>R007941        529
>R007942        512
>R007943        655
>R007944        517
>R007945        367
>R007946        449
>R007947        489
>R007948        497
>R007949        444
>R007950        517
>R007951        484
>R007952        511
>R007953        429
>R007954        466
>R007955        525
>R007956        514
>R007957        346
>R007958        476
>R007959        496
>R007960        481
>R007961        545
>R007962        526
>R007963        444
>R007964        377
>R007965        452
>R007966        530
>R007967        477
>R007968        469
>R007969        456
>R007970        499
>R007971        494
>R007972        589
>R007973        487
>R007974        495
>R007975        532
>R007976        466
>R007977        441
>R007978        384
>R007979        635
>R007980        514
>R007981        513
>R007982        480
>R007983        544
>R007984        449
>R007985        535
>R007986        455
>R007987        504
>R007988        443
>R007989        369
>R007990        456
>R007991        486
>R007992        421
>R007993        421
>R007994        438
>R007995        486
>R007996        554
>R007997        512
>R007998        525
>R007999        335
>R008000        557
>R008001        449
>R008002        436
>R008003        396
>R008004        514
>R008005        404
>R008006        464
>R008007        399
>R008008        457
>R008009        536
>R008010        460
>R008011        459
>R008012        513
>R008013        453
>R008014        541
>R008015        350
>R008016        440
>R008017        439
>R008018        431
>R008019        419
>R008020        446
>R008021        468
>R008022        437
>R008023        469
>R008024        601
>R008025        271
>R008026        502
>R008027        420
>R008028        531
>R008029        408
>R008030        451
>R008031        445
>R008032        521
>R008033        418
>R008034        522
>R008035        458
>R008036        471
>R008037        491
>R008038        410
>R008039        424
>R008040        414
>R008041        491
>R008042        493
>R008043        419
>R008044        374
>R008045        391
>R008046        497
>R008047        460
>R008048        393
>R008049        512
>R008050        431
>R008051        471
>R008052        490
>R008053        432
>R008054        438
>R008055        534
>R008056        483
>R008057        449
>R008058        381
>R008059        464
>R008060        477
>R008061        502
>R008062        390
>R008063        500
>R008064        486
>R008065        605
>R008066        488
>R008067        498
>R008068        434
>R008069        527
>R008070        393
>R008071        420
>R008072        368
>R008073        338
>R008074        461
>R008075        635
>R008076        515
>R008078        454
>R008079        482
>R008080        363
>R008081        465
>R008082        507
>R008083        347
>R008084        494
>R008085        443
>R008086        457
>R008087        466
>R008088        466
>R008089        494
>R008090        479
>R008091        477
>R008092        457
>R008093        456
>R008094        437
>R008095        493
>R008096        388
>R008097        531
>R008098        464
>R008099        470
>R008100        469
>R008101        544
>R008102        467
>R008103        487
>R008104        495
>R008105        427
>R008106        396
>R008107        472
>R008108        583
>R008109        352
>R008110        311
>R008111        532
>R008112        458
>R008113        451
>R008114        468
>R008115        370
>R008116        365
>R008117        496
>R008118        539
>R008119        447
>R008120        455
>R008121        475
>R008122        394
>R008123        394
>R008124        329
>R008126        89
>R008127        431
>R008128        550
>R008129        371
>R008130        444
>R008131        505
>R008132        567
>R008133        448
>R008134        472
>R008135        511
>R008136        405
>R008137        561
>R008138        479
>R008139        390
>R008140        591
>R008141        526
>R008142        493
>R008143        476
>R008144        540
>R008145        456
>R008146        504
>R008147        428
>R008148        391
>R008149        519
>R008150        489
>R008151        450
>R008152        412
>R008153        474
>R008154        334
>R008155        494
>R008156        483
>R008157        395
>R008158        413
>R008159        467
>R008160        488
>R008161        501
>R008162        492
>R008163        418
>R008164        435
>R008165        405
>R008166        506
>R008167        526
>R008168        386
>R008169        490
>R008170        478
>R008171        446
>R008172        454
>R008173        449
>R008174        419
>R008175        467
>R008176        454
>R008177        248
>R008178        426
>R008179        436
>R008180        476
>R008181        291
>R008182        473
>R008183        387
>R008184        499
>R008185        364
>R008186        456
>R008187        545
>R008188        387
>R008189        458
>R008190        400
>R008191        455
>R008192        497
>R008193        540
>R008194        495
>R008195        372
>R008196        588
>R008197        333
>R008199        552
>R008200        519
>R008201        483
>R008202        435
>R008203        518
>R008204        470
>R008205        452
>R008206        450
>R008207        495
>R008208        312
>R008209        459
>R008210        552
>R008211        409
>R008212        473
>R008213        505
>R008214        452
>R008215        472
>R008216        342
>R008217        503
>R008218        474
>R008219        436
>R008220        407
>R008221        559
>R008223        432
>R008224        536
>R008225        499
>R008226        411
>R008227        447
>R008228        466
>R008229        486
>R008230        453
>R008231        373
>R008232        300
>R008233        445
>R008234        448
>R008235        333
>R008236        484
>R008237        275
>R008238        464
>R008239        387
>R008240        515
>R008241        437
>R008242        504
>R008243        446
>R008244        485
>R008245        316
>R008246        425
>R008247        382
>R008248        498
>R008249        474
>R008250        348
>R008251        495
>R008252        427
>R008253        458
>R008254        360
>R008255        522
>R008256        503
>R008257        475
>R008258        429
>R008259        444
>R008260        414
>R008261        473
>R008262        349
>R008263        434
>R008264        468
>R008265        434
>R008266        438
>R008267        497
>R008268        620
>R008269        351
>R008270        564
>R008271        420
>R008272        587
>R008273        424
>R008274        563
>R008275        418
>R008276        552
>R008277        495
>R008278        342
>R008279        494
>R008280        425
>R008281        434
>R008282        526
>R008283        513
>R008284        549
>R008285        492
>R008286        542
>R008287        474
>R008288        418
>R008289        385
>R008290        510
>R008291        491
>R008292        488
>R008293        488
>R008294        471
>R008295        473
>R008296        516
>R008297        416
>R008298        556
>R008299        474
>R008300        521
>R008301        455
>R008302        555
>R008303        553
>R008304        324
>R008305        536
>R008306        453
>R008307        483
>R008309        522
>R008310        463
>R008311        536
>R008312        424
>R008313        548
>R008314        490
>R008315        490
>R008316        488
>R008317        555
>R008318        386
>R008319        441
>R008320        415
>R008321        493
>R008322        466
>R008323        516
>R008324        518
>R008325        451
>R008326        493
>R008327        455
>R008328        316
>R008329        462
>R008330        499
>R008331        465
>R008332        493
>R008333        439
>R008334        466
>R008335        353
>R008336        512
>R008337        478
>R008338        544
>R008339        498
>R008340        449
>R008341        457
>R008342        484
>R008343        487
>R008344        397
>R008345        382
>R008346        451
>R008347        427
>R008348        345
>R008349        415
>R008350        422
>R008351        424
>R008352        448
>R008353        502
>R008354        482
>R008355        430
>R008356        529
>R008357        165
>R008358        480
>R008359        502
>R008360        408
>R008361        513
>R008362        493
>R008363        460
>R008364        411
>R008365        507
>R008366        442
>R008367        439
>R008368        477
>R008369        444
>R008370        483
>R008371        387
>R008372        484
>R008373        483
>R008374        548
>R008375        348
>R008376        454
>R008377        491
>R008378        559
>R008379        528
>R008380        419
>R008381        441
>R008382        457
>R008383        437
>R008384        481
>R008385        450
>R008386        501
>R008387        460
>R008388        413
>R008389        389
>R008390        363
>R008391        464
>R008392        494
>R008393        489
>R008394        515
>R008395        462
>R008396        543
>R008397        495
>R008398        510
>R008399        411
>R008400        495
>R008401        459
>R008402        563
>R008403        383
>R008404        89
>R008405        486
>R008406        465
>R008407        415
>R008408        395
>R008409        374
>R008410        482
>R008411        301
>R008413        451
>R008414        536
>R008415        462
>R008416        384
>R008417        418
>R008418        385
>R008419        550
>R008420        509
>R008421        443
>R008422        483
>R008423        378
>R008424        388
>R008425        472
>R008426        451
>R008427        459
>R008428        470
>R008429        360
>R008430        516
>R008431        521
>R008432        513
>R008433        473
>R008434        514
>R008435        336
>R008436        478
>R008437        495
>R008438        465
>R008439        483
>R008440        443
>R008441        550
>R008442        391
>R008443        539
>R008444        533
>R008445        463
>R008446        572
>R008447        462
>R008448        427
>R008449        436
>R008450        424
>R008451        470
>R008452        456
>R008453        531
>R008454        477
>R008455        439
>R008456        559
>R008457        382
>R008458        438
>R008459        347
>R008460        384
>R008461        453
>R008462        500
>R008463        445
>R008464        498
>R008465        488
>R008466        425
>R008467        479
>R008468        491
>R008469        313
>R008470        398
>R008471        404
>R008472        504
>R008473        513
>R008474        388
>R008475        492
>R008476        465
>R008477        510
>R008478        442
>R008479        335
>R008480        478
>R008481        411
>R008482        478
>R008484        551
>R008485        348
>R008486        535
>R008487        459
>R008488        159
>R008489        364
>R008490        528
>R008491        396
>R008492        330
>R008493        457
>R008494        428
>R008495        459
>R008496        456
>R008497        504
>R008498        491
>R008499        403
>R008500        570
>R008501        518
>R008502        487
>R008503        433
>R008504        576
>R008505        443
>R008506        500
>R008507        460
>R008508        397
>R008509        461
>R008510        350
>R008511        447
>R008512        451
>R008513        451
>R008514        467
>R008515        406
>R008516        492
>R008517        478
>R008518        448
>R008519        509
>R008520        473
>R008521        518
>R008522        518
>R008523        382
>R008524        532
>R008525        478
>R008526        313
>R008527        504
>R008528        355
>R008529        455
>R008530        485
>R008531        430
>R008532        495
>R008533        572
>R008534        468
>R008535        384
>R008536        506
>R008537        502
>R008538        466
>R008539        360
>R008540        517
>R008541        464
>R008542        494
>R008543        463
>R008544        425
>R008545        550
>R008546        380
>R008547        317
>R008548        433
>R008549        472
>R008550        524
>R008551        499
>R008552        490
>R008553        474
>R008554        475
>R008555        482
>R008556        550
>R008557        501
>R008558        491
>R008559        421
>R008560        469
>R008561        308
>R008562        510
>R008563        464
>R008564        382
>R008565        418
>R008566        431
>R008567        408
>R008568        376
>R008569        439
>R008570        469
>R008571        464
>R008572        472
>R008573        387
>R008574        453
>R008575        89
>R008576        542
>R008577        439
>R008578        499
>R008579        439
>R008580        312
>R008581        523
>R008582        493
>R008583        542
>R008584        521
>R008585        480
>R008586        607
>R008587        463
>R008588        429
>R008589        523
>R008590        449
>R008591        434
>R008592        452
>R008593        483
>R008594        376
>R008595        511
>R008596        452
>R008597        465
>R008598        247
>R008599        433
>R008600        525
>R008601        452
>R008602        493
>R008603        365
>R008604        385
>R008605        507
>R008606        492
>R008607        480
>R008608        447
>R008609        397
>R008610        523
>R008611        481
>R008612        450
>R008613        424
>R008614        524
>R008615        547
>R008616        469
>R008617        545
>R008618        419
>R008619        472
>R008620        390
>R008621        576
>R008622        406
>R008623        395
>R008624        450
>R008625        583
>R008626        367
>R008627        535
>R008628        427
>R008629        538
>R008630        490
>R008631        479
>R008632        512
>R008633        490
>R008634        467
>R008635        432
>R008636        608
>R008637        463
>R008638        452
>R008639        433
>R008640        546
>R008641        452
>R008642        493
>R008643        352
>R008644        354
>R008645        559
>R008646        405
>R008647        473
>R008648        422
>R008649        473
>R008650        464
>R008651        433
>R008652        539
>R008653        426
>R008654        431
>R008655        319
>R008656        456
>R008657        534
>R008658        415
>R008659        488
>R008660        451
>R008661        469
>R008662        476
>R008663        363
>R008664        449
>R008665        482
>R008666        393
>R008667        472
>R008668        460
>R008669        486
>R008670        540
>R008671        547
>R008672        545
>R008673        472
>R008674        457
>R008675        486
>R008676        456
>R008677        426
>R008678        428
>R008679        313
>R008680        465
>R008681        482
>R008682        448
>R008683        514
>R008684        510
>R008685        513
>R008686        442
>R008687        433
>R008688        456
>R008689        89
>R008690        487
>R008691        459
>R008692        491
>R008693        467
>R008694        323
>R008695        475
>R008696        459
>R008697        439
>R008698        459
>R008699        456
>R008700        513
>R008701        411
>R008702        386
>R008703        447
>R008704        417
>R008706        556
>R008707        382
>R008708        432
>R008709        472
>R008710        556
>R008711        422
>R008712        471
>R008713        425
>R008714        622
>R008715        441
>R008716        381
>R008717        491
>R008718        501
>R008719        519
>R008720        468
>R008721        429
>R008722        499
>R008723        452
>R008724        498
>R008725        502
>R008726        454
>R008727        505
>R008728        393
>R008729        480
>R008730        427
>R008731        443
>R008732        475
>R008733        476
>R008734        524
>R008735        491
>R008736        395
>R008737        423
>R008738        483
>R008739        503
>R008740        469
>R008741        426
>R008742        397
>R008743        411
>R008744        434
>R008745        463
>R008746        89
>R008747        534
>R008748        611
>R008749        346
>R008750        481
>R008751        476
>R008752        460
>R008753        477
>R008754        434
>R008755        416
>R008756        436
>R008757        510
>R008758        306
>R008759        445
>R008760        611
>R008761        528
>R008762        251
>R008763        427
>R008764        564
>R008765        470
>R008766        443
>R008767        462
>R008768        507
>R008769        486
>R008770        313
>R008771        470
>R008772        468
>R008773        433
>R008774        603
>R008775        453
>R008776        543
>R008777        443
>R008778        454
>R008779        336
>R008780        392
>R008781        650
>R008782        536
>R008783        495
>R008784        460
>R008785        484
>R008786        568
>R008787        344
>R008788        441
>R008789        339
>R008790        405
>R008791        382
>R008792        519
>R008793        570
>R008794        485
>R008795        472
>R008796        535
>R008797        531
>R008798        391
>R008799        523
>R008800        444
>R008801        460
>R008802        360
>R008803        480
>R008804        520
>R008805        359
>R008806        474
>R008807        486
>R008808        437
>R008809        314
>R008810        484
>R008811        455
>R008812        550
>R008813        459
>R008814        508
>R008815        609
>R008816        381
>R008817        484
>R008818        462
>R008819        562
>R008820        453
>R008821        465
>R008822        521
>R008823        510
>R008824        456
>R008825        412
>R008826        385
>R008827        494
>R008828        437
>R008829        315
>R008830        386
>R008831        539
>R008832        472
>R008833        435
>R008834        471
>R008835        351
>R008836        89
>R008837        337
>R008838        475
>R008839        421
>R008840        562
>R008841        507
>R008842        464
>R008843        416
>R008844        472
>R008845        492
>R008846        527
>R008847        500
>R008848        500
>R008849        507
>R008850        434
>R008851        417
>R008852        524
>R008853        366
>R008854        557
>R008855        528
>R008856        427
>R008857        454
>R008858        384
>R008859        493
>R008860        458
>R008861        404
>R008862        540
>R008863        454
>R008864        415
>R008865        485
>R008866        450
>R008867        478
>R008868        490
>R008869        520
>R008870        486
>R008871        499
>R008872        365
>R008873        475
>R008874        463
>R008875        418
>R008876        444
>R008877        569
>R008878        497
>R008879        441
>R008880        568
>R008881        513
>R008882        446
>R008883        438
>R008884        530
>R008885        375
>R008886        459
>R008887        612
>R008888        501
>R008889        440
>R008890        487
>R008891        462
>R008892        389
>R008893        536
>R008894        417
>R008895        444
>R008896        450
>R008897        492
>R008898        469
>R008899        496
>R008900        496
>R008901        495
>R008902        447
>R008903        412
>R008904        466
>R008905        510
>R008906        535
>R008907        534
>R008908        452
>R008909        410
>R008910        434
>R008911        444
>R008912        473
>R008913        534
>R008914        444
>R008915        461
>R008916        420
>R008917        437
>R008918        444
>R008919        489
>R008920        474
>R008921        466
>R008922        347
>R008923        526
>R008924        474
>R008925        487
>R008926        538
>R008927        496
>R008928        296
>R008929        457
>R008930        545
>R008931        435
>R008932        397
>R008933        431
>R008934        476
>R008935        536
>R008936        520
>R008937        455
>R008938        450
>R008940        279
>R008941        503
>R008942        416
>R008943        507
>R008944        344
>R008945        503
>R008946        566
>R008947        502
>R008948        580
>R008949        480
>R008950        479
>R008951        506
>R008952        421
>R008953        515
>R008954        458
>R008955        540
>R008956        492
>R008957        430
>R008958        383
>R008959        335
>R008960        470
>R008961        547
>R008962        448
>R008963        380
>R008964        509
>R008965        596
>R008966        476
>R008967        413
>R008968        420
>R008969        409
>R008970        551
>R008971        458
>R008972        508
>R008973        404
>R008974        501
>R008975        455
>R008976        425
>R008977        492
>R008978        456
>R008979        563
>R008980        594
>R008981        521
>R008982        473
>R008983        362
>R008984        483
>R008985        372
>R008986        481
>R008987        496
>R008988        371
>R008989        387
>R008990        544
>R008991        445
>R008992        447
>R008993        421
>R008994        380
>R008995        452
>R008996        512
>R008997        437
>R008998        487
>R008999        542
>R009000        491
>R009001        556
>R009002        441
>R009003        498
>R009004        495
>R009005        434
>R009006        480
>R009007        379
>R009008        383
>R009009        435
>R009010        572
>R009011        472
>R009012        397
>R009013        420
>R009014        527
>R009015        460
>R009016        526
>R009017        492
>R009018        406
>R009019        487
>R009020        500
>R009021        397
>R009022        468
>R009023        462
>R009024        475
>R009025        569
>R009026        409
>R009027        392
>R009028        519
>R009029        525
>R009030        411
>R009031        418
>R009032        390
>R009033        360
>R009034        549
>R009035        89
>R009036        390
>R009037        403
>R009038        498
>R009039        455
>R009040        483
>R009041        429
>R009042        451
>R009043        236
>R009044        502
>R009045        446
>R009046        517
>R009047        484
>R009048        386
>R009049        497
>R009050        456
>R009051        438
>R009052        613
>R009053        521
>R009054        544
>R009055        440
>R009056        537
>R009057        466
>R009058        540
>R009059        369
>R009060        487
>R009061        391
>R009062        392
>R009063        492
>R009064        357
>R009065        432
>R009066        453
>R009067        546
>R009068        449
>R009069        428
>R009070        430
>R009071        89
>R009072        393
>R009073        406
>R009074        418
>R009075        634
>R009076        491
>R009077        481
>R009078        321
>R009079        439
>R009080        495
>R009081        538
>R009082        518
>R009083        483
>R009084        369
>R009085        485
>R009086        452
>R009087        465
>R009088        387
>R009089        457
>R009090        445
>R009091        469
>R009092        552
>R009093        517
>R009094        401
>R009095        515
>R009096        477
>R009097        540
>R009098        501
>R009099        464
>R009100        458
>R009101        408
>R009102        333
>R009103        378
>R009104        470
>R009105        491
>R009106        425
>R009107        520
>R009108        537
>R009109        494
>R009110        517
>R009111        565
>R009112        341
>R009113        447
>R009114        495
>R009115        567
>R009116        387
>R009117        329
>R009118        428
>R009119        434
>R009120        472
>R009121        509
>R009122        382
>R009123        368
>R009124        427
>R009125        473
>R009126        482
>R009127        447
>R009128        473
>R009129        504
>R009130        464
>R009131        437
>R009132        364
>R009133        478
>R009134        553
>R009135        471
>R009136        452
>R009137        387
>R009138        406
>R009139        374
>R009140        89
>R009141        459
>R009142        408
>R009143        554
>R009144        436
>R009145        500
>R009146        427
>R009147        472
>R009148        306
>R009149        539
>R009150        407
>R009151        324
>R009152        431
>R009153        446
>R009154        462
>R009155        454
>R009156        276
>R009157        452
>R009158        447
>R009159        470
>R009160        423
>R009161        404
>R009162        458
>R009163        512
>R009164        410
>R009165        440
>R009166        461
>R009167        498
>R009168        394
>R009169        326
>R009170        362
>R009171        462
>R009172        526
>R009173        435
>R009174        454
>R009175        464
>R009176        477
>R009177        502
>R009178        423
>R009179        575
>R009180        425
>R009181        383
>R009182        464
>R009183        400
>R009184        540
>R009185        411
>R009186        421
>R009187        403
>R009188        440
>R009189        492
>R009190        405
>R009191        451
>R009192        490
>R009193        470
>R009194        471
>R009195        426
>R009196        491
>R009197        478
>R009198        445
>R009199        468
>R009200        561
>R009201        456
>R009202        496
>R009203        411
>R009204        460
>R009205        474
>R009206        486
>R009207        527
>R009208        487
>R009209        434
>R009210        508
>R009211        479
>R009212        437
>R009213        425
>R009214        483
>R009215        320
>R009216        467
>R009217        482
>R009218        451
>R009219        472
>R009220        424
>R009221        471
>R009222        502
>R009223        492
>R009224        442
>R009225        336
>R009226        414
>R009227        477
>R009228        519
>R009229        399
>R009230        524
>R009232        457
>R009233        472
>R009234        448
>R009235        473
>R009236        443
>R009237        530
>R009238        490
>R009239        339
>R009240        514
>R009241        499
>R009242        387
>R009243        521
>R009244        513
>R009245        374
>R009246        473
>R009247        475
>R009248        345
>R009249        348
>R009250        384
>R009251        648
>R009252        404
>R009253        473
>R009254        500
>R009255        465
>R009256        502
>R009257        472
>R009258        423
>R009259        470
>R009260        498
>R009261        490
>R009262        155
>R009263        466
>R009264        435
>R009265        481
>R009266        89
>R009267        421
>R009268        460
>R009269        502
>R009270        488
>R009271        451
>R009272        540
>R009273        521
>R009274        476
>R009275        433
>R009276        430
>R009277        405
>R009278        341
>R009279        445
>R009280        467
>R009281        390
>R009282        401
>R009283        476
>R009284        545
>R009285        429
>R009286        423
>R009287        422
>R009288        485
>R009289        447
>R009290        422
>R009291        366
>R009292        464
>R009293        477
>R009294        498
>R009295        479
>R009296        451
>R009297        412
>R009298        396
>R009299        386
>R009300        518
>R009301        420
>R009302        439
>R009303        482
>R009304        451
>R009305        569
>R009306        453
>R009307        495
>R009308        458
>R009309        492
>R009310        438
>R009311        471
>R009312        471
>R009313        610
>R009314        417
>R009315        429
>R009316        512
>R009317        579
>R009318        427
>R009319        365
>R009320        510
>R009321        419
>R009322        417
>R009323        426
>R009324        352
>R009325        482
>R009326        490
>R009327        474
>R009328        382
>R009329        510
>R009330        577
>R009331        487
>R009332        528
>R009333        444
>R009334        464
>R009335        440
>R009336        387
>R009337        466
>R009338        514
>R009339        529
>R009340        429
>R009341        445
>R009342        412
>R009343        428
>R009344        573
>R009345        438
>R009346        580
>R009347        468
>R009348        474
>R009349        412
>R009350        513
>R009351        556
>R009352        416
>R009353        499
>R009354        467
>R009355        438
>R009356        287
>R009357        437
>R009358        531
>R009359        522
>R009360        425
>R009361        537
>R009362        527
>R009363        531
>R009364        404
>R009365        452
>R009367        496
>R009368        275
>R009369        495
>R009370        571
>R009371        342
>R009372        449
>R009373        498
>R009374        391
>R009375        441
>R009376        389
>R009377        472
>R009379        416
>R009380        502
>R009381        426
>R009382        458
>R009383        517
>R009384        439
>R009385        495
>R009386        491
>R009387        507
>R009388        417
>R009389        439
>R009390        441
>R009391        547
>R009392        493
>R009393        505
>R009394        401
>R009396        488
>R009397        437
>R009398        429
>R009399        362
>R009400        552
>R009401        330
>R009402        417
>R009403        295
>R009404        504
>R009405        403
>R009406        458
>R009407        502
>R009408        408
>R009409        477
>R009410        436
>R009411        478
>R009412        508
>R009413        441
>R009414        525
>R009415        430
>R009416        404
>R009417        513
>R009418        442
>R009419        554
>R009420        459
>R009421        513
>R009422        459
>R009423        463
>R009424        471
>R009425        463
>R009426        341
>R009427        492
>R009428        401
>R009429        89
>R009430        382
>R009431        431
>R009432        488
>R009433        477
>R009434        527
>R009435        425
>R009436        448
>R009437        482
>R009438        410
>R009439        406
>R009440        408
>R009441        459
>R009442        384
>R009443        447
>R009444        523
>R009445        394
>R009446        457
>R009447        428
>R009448        531
>R009449        490
>R009450        403
>R009451        487
>R009452        379
>R009453        567
>R009454        425
>R009455        473
>R009456        313
>R009457        336
>R009458        457
>R009459        505
>R009460        571
>R009461        396
>R009462        605
>R009463        478
>R009464        484
>R009465        415
>R009466        440
>R009467        586
>R009468        528
>R009469        346
>R009470        411
>R009471        500
>R009472        308
>R009473        430
>R009474        477
>R009475        464
>R009476        592
>R009477        470
>R009478        455
>R009479        462
>R009480        470
>R009481        450
>R009482        489
>R009483        419
>R009484        410
>R009485        454
>R009486        492
>R009487        491
>R009488        469
>R009489        423
>R009490        444
>R009491        421
>R009492        312
>R009493        497
>R009494        522
>R009495        508
>R009496        569
>R009497        525
>R009498        321
>R009499        395
>R009500        421
>R009501        435
>R009502        495
>R009503        435
>R009504        516
>R009505        376
>R009506        407
>R009507        388
>R009508        483
>R009509        441
>R009510        468
>R009511        526
>R009512        404
>R009513        475
>R009514        477
>R009515        456
>R009516        474
>R009517        433
>R009518        440
>R009519        515
>R009520        458
>R009521        534
>R009522        431
>R009523        534
>R009524        491
>R009525        449
>R009526        487
>R009527        469
>R009528        459
>R009529        517
